"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"6492",6492,6492,"Basically  evil Moodi made people comfortable standing in queues as a result of  demonetization  Same people stood in queues to vote BJP  ed  U 00A0  U 00BD  ed  U 00B8  U 00B2 ",2,2,0,"positive","15","22"," Android",1
"6493",6493,6493,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6494",6494,6494,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," iPhone",44
"6495",6495,6495," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22","Mobile Web (M5)",331
"6496",6496,6496,"LeT terrorists caught with new 2000 rupee notes  Is  demonetization going in right direction   netascashin  cashCrisis",0,0,1,"neutral","15","22"," Web Client",1
"6497",6497,6497,"It is best time to upgrade you  amp  your business for future   BlackMoney  IndiaAgainstCorruption  Demonetization  NarendraModi",0,0,1,"neutral","15","22"," Android",0
"6498",6498,6498," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Windows",331
"6499",6499,6499,"  Demonetization  IndiaFightsCorruption Immense courage needed to take such a momentous decision    ",0,2,0,"positive","15","22"," iPad",43
"6500",6500,6500," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6501",6501,6501," sir plz don t listen to opposition party   We Indian s are with you  So plz don t rollback    demonetization",1,2,0,"positive","15","22"," Android",0
"6502",6502,6502," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22","TwitPane Android",132
"6503",6503,6503," Exactly  PMSavedKashmir  after  demonetization Pakistan sponsored stone palters disappeared from Kashmir    Thanku pm  ",1,0,0,"negative","15","22","Mobile Web (M5)",15
"6504",6504,6504,"  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 ",4,0,0,"negative","15","22"," iPhone",45
"6505",6505,6505," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6506",6506,6506," These  Kerala women are least bothered about  demonetization  Because they hardly ever see 500 and 1000 notes   1 12  ",0,0,1,"neutral","15","22"," Web Client",8
"6507",6507,6507," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6508",6508,6508," These  Kerala women are least bothered about  demonetization  Because they hardly ever see 500 and 1000 notes   1 12  ",0,0,1,"neutral","15","22"," Android",8
"6509",6509,6509,"I can see this  demonetization plan failing  with new guidelines being thrown at us every other day  Can you ",1,0,0,"negative","15","22"," Android",1
"6510",6510,6510," Thoughtful piece on  demonetization and  Development by Announcement    ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ",0,1,0,"positive","15","22"," Web Client",4
"6511",6511,6511," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6512",6512,6512," SriSriRaviShankar  roots for  demonetization  hails  PMModi  NMApp ",0,0,1,"neutral","15","22"," Android",0
"6513",6513,6513," Demonetization I just coming from Noida  almost all ATM are running condition on road side upto Meerut ",0,0,1,"neutral","15","22"," Android",0
"6514",6514,6514,"   to stage protest at Jantar Mantar tomorrow against  DeMonetization  Watch  ITVideo to know more  ",0,0,1,"neutral","15","22"," Web Client",19
"6515",6515,6515," 2 Weeks into Tragic  DeMonetization  just 8  of Withdrawn currency has been replaced  So much for Planning  amp  Execution by  Fai ",2,1,0,"negative","15","22"," Android",4
"6516",6516,6516," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6517",6517,6517," These  Kerala women are least bothered about  demonetization  Because they hardly ever see 500 and 1000 notes   1 12  ",0,0,1,"neutral","15","22"," Android",8
"6518",6518,6518," Demonetization has already started acting as a catalyst for Digital revolution and with it the digital    ",1,1,0,"positive","15","22","Facebook",0
"6519",6519,6519,"  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar ",0,0,1,"neutral","15","22"," Android",43
"6520",6520,6520," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6521",6521,6521," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," iPhone",331
"6522",6522,6522," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6523",6523,6523," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Web Client",954
"6524",6524,6524,"Retaining all seats of LS  amp  state in  Bypolls by BJP has proved the people s support on  DeMonetization No Support to  Mamata  amp   KejriKaJuth",0,0,1,"neutral","15","22"," Android",0
"6525",6525,6525," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6526",6526,6526,"  DeMonetization  I suffered 10 sneezes while dusting  my old notes of 500  amp  1000 kept for medical emergency     ",1,1,0,"positive","15","22","Mobile Web (M5)",48
"6527",6527,6527,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," iPhone",44
"6528",6528,6528," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6529",6529,6529," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6530",6530,6530,"  DeMonetisation Cong 45 TMC 32 Left 11 SP 5 RJD 4 AAP 4 JDU 2 BSP 0 105 in a House of 543 members oppose  demonetization ",1,0,0,"negative","15","22"," Android",3
"6531",6531,6531,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," iPhone",44
"6532",6532,6532,"So  a story that tells you the flipside of the digital revolution  and  Demonetization are busy celebrating  My phone got stolen y day",2,2,0,"positive","15","22"," Web Client",10
"6533",6533,6533," Shri Mani Shankar Aiyar ji addressing on  Demonetization issue at  National Executive meeting  Goa   Sankalp16 ",0,0,1,"neutral","15","22"," Android",22
"6534",6534,6534," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6535",6535,6535,"  Demonetization move has dealt a body blow to the nefarious designs of  Pakistan  Separatist nexus    KashmirUnrest  Gui ",2,0,0,"negative","15","22"," iPhone",10
"6536",6536,6536," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," iPhone",123
"6537",6537,6537," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6538",6538,6538,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6539",6539,6539," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," iPhone",123
"6540",6540,6540,"CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22","Hootsuite",29
"6541",6541,6541," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," iPhone",132
"6542",6542,6542," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6543",6543,6543,"  Demonetization won t bring lion s share of d black money from big fishes who own 2 3 of our wealth amp hold lacs of crs in ",1,4,0,"positive","15","22"," Android",1
"6544",6544,6544," Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","14","22"," Android",44
"6545",6545,6545,"  The SAVIOUR   Gives  money To  Farmhouse  Poor Peoples In  Demonetization Check Out  ed  U 00A0  U 00BD  ed  U 00B1  U 0089 ",0,1,0,"positive","14","22"," Android",15
"6546",6546,6546,"haha   amazing message from  ji on  demonetization ",0,0,1,"neutral","14","22"," Web Client",0
"6547",6547,6547,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","14","22"," Android",21
"6548",6548,6548,"Modi stop hiding from Parliament  plz announce how many more poor have to die to satiate ur foolish  Demonetization ",2,0,0,"negative","14","22"," iPhone",0
"6549",6549,6549," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","14","22"," Android",132
"6550",6550,6550," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","14","22"," Android",132
"6551",6551,6551,"  Demonetization  Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad ",1,0,0,"negative","14","22"," Android",24
"6552",6552,6552," 2 Weeks into Tragic  DeMonetization  just 8  of Withdrawn currency has been replaced  So much for Planning  amp  Execution by  Fai ",2,1,0,"negative","14","22"," Android",4
"6553",6553,6553," Full respect for    demonetization  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  ed  U 00A0  U 00BD  ed  U 00B9  U 008C  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB ",0,2,0,"positive","14","22"," Android",356
"6554",6554,6554," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","14","22"," iPhone",105
"6555",6555,6555,"  DeMonetization in 5 seconds  ",0,0,1,"neutral","14","22"," Web Client",4
"6556",6556,6556," Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa ",0,3,0,"positive","14","22"," iPhone",48
"6557",6557,6557,"  Demonetization of high value currency is just beginning of government s deep and continuous struggle against black mone ",3,0,0,"negative","14","22"," Android",43
"6558",6558,6558," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","14","22"," Android",123
"6559",6559,6559,"  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization ",0,2,0,"positive","14","22"," Android",520
"6560",6560,6560," What seemed at first to be a masterstroke by PM Narendra  Modi now looks like a grave miscalculation  demonetization h ",1,0,0,"negative","14","22"," Android",67
"6561",6561,6561,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","14","22"," Android",21
"6562",6562,6562,"  ed  U 00A0  U 00BD  ed  U 00B1  U 008D Bohra community welcome  demonetization  ed  U 00A0  U 00BD  ed  U 00B1  U 008D    Serving tea  amp  water to people waiting in Bank Queue   ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ed  U 00A0  U 00BD  ed  U 00B1  U 008D   BohraOfGujrat   ed  U 00A0  U 00BD  ed  U 00B1  U 008C  ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ",0,1,0,"positive","14","22"," Android",1
"6563",6563,6563,"  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 ",4,0,0,"negative","14","22","TweetDeck",45
"6564",6564,6564,"  Demonetization  Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad ",1,0,0,"negative","14","22"," Android",24
"6565",6565,6565,"  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 ",4,0,0,"negative","14","22"," Windows",45
"6566",6566,6566," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","14","22"," Android",132
"6567",6567,6567," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","14","22"," Android",331
"6568",6568,6568," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","14","22"," Android",123
"6569",6569,6569," Demonetization  Rs  2 000 can be withdrawn from  BigBazaar outlets using debit cards from Thursday  reports ANI",0,0,1,"neutral","14","22"," Web Client",0
"6570",6570,6570," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","14","22"," Android",132
"6571",6571,6571," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","14","22","Mobile Web (M5)",331
"6572",6572,6572," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","14","22"," Web Client",954
"6573",6573,6573,"  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar ",0,0,1,"neutral","14","22"," Web Client",43
"6574",6574,6574," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","14","22"," Android",954
"6575",6575,6575," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","14","22","Mobile Web (M5)",123
"6576",6576,6576," These  Kerala women are least bothered about  demonetization  Because they hardly ever see 500 and 1000 notes   1 12  ",0,0,1,"neutral","14","22"," Web Client",8
"6577",6577,6577," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","14","22"," Android",331
"6578",6578,6578," But Modi  amp  Chamchas told Terrorism wiped off after  Demonetization ",1,0,0,"negative","14","22"," Android",44
